ENR1067|Stu1018|ECON1123|Spring 2025|2024-08-16
ENR1068|Stu1018|POLI1182|Spring 2025|2024-08-27
ENR1069|Stu1018|ECON1120|Fall 2024|2024-08-29
ENR1070|Stu1018|ENGR1142|Fall 2024|2024-08-27
ENR1071|Stu1019|ART1159|Fall 2024|2024-08-20
ENR1072|Stu1019|PHYS1041|Fall 2024|2024-08-27
ENR1073|Stu1019|CHEM1052|Spring 2025|2024-08-15
ENR1074|Stu1019|ECON1122|Fall 2024|2024-08-26
ENR1075|Stu1019|MUS1175|Fall 2024|2024-08-23
ENR1076|Stu1020|PHYS1041|Fall 2024|2024-08-23
ENR1077|Stu1020|ENG1079|Fall 2024|2024-08-29
ENR1078|Stu1020|PHYS1043|Spring 2025|2024-08-29
ENR1079|Stu1021|PSY1111|Fall 2024|2024-08-16
ENR1080|Stu1021|BUS1125|Spring 2025|2024-08-29
ENR1081|Stu1021|BIO1057|Spring 2025|2024-08-17
ENR1082|Stu1022|PHYS1040|Spring 2025|2024-08-26
ENR1083|Stu1022|SOC1197|Spring 2025|2024-08-19
ENR1084|Stu1022|MATH1019|Spring 2025|2024-08-18
ENR1085|Stu1022|POLI1182|Spring 2025|2024-08-17
ENR1086|Stu1022|BIO1065|Spring 2025|2024-08-29
ENR1087|Stu1023|CHEM1055|Spring 2025|2024-08-19
ENR1088|Stu1023|CHEM1056|Fall 2024|2024-08-19
ENR1089|Stu1023|SOC1193|Spring 2025|2024-08-19
ENR1090|Stu1023|BUS1135|Fall 2024|2024-08-24
ENR1091|Stu1023|ENGR1150|Fall 2024|2024-08-28
ENR1092|Stu1024|POLI1181|Fall 2024|2024-08-19
ENR1093|Stu1024|PHYS1041|Fall 2024|2024-08-16
ENR1094|Stu1024|MUS1178|Spring 2025|2024-08-15
ENR1095|Stu1024|HIST1091|Spring 2025|2024-08-22
ENR1096|Stu1025|BIO1070|Fall 2024|2024-08-22
ENR1097|Stu1025|ENGR1143|Fall 2024|2024-08-19
ENR1098|Stu1025|PSY1100|Fall 2024|2024-08-15
ENR1099|Stu1026|CHEM1055|Spring 2025|2024-08-18
ENR1100|Stu1026|PHYS1042|Spring 2025|2024-08-29
ENR1101|Stu1026|MUS1168|Spring 2025|2024-08-23
ENR1102|Stu1027|PSY1105|Spring 2025|2024-08-21
ENR1103|Stu1027|MATH1025|Spring 2025|2024-08-27
ENR1104|Stu1027|ENGR1143|Fall 2024|2024-08-17
ENR1105|Stu1027|ENGR1146|Spring 2025|2024-08-27
ENR1106|Stu1028|CS1015|Fall 2024|2024-08-23
ENR1107|Stu1028|PHYS1039|Fall 2024|2024-08-28
ENR1108|Stu1028|CS1007|Fall 2024|2024-08-24
ENR1109|Stu1028|MATH1019|Spring 2025|2024-08-23
ENR1110|Stu1028|HIST1085|Spring 2025|2024-08-28
ENR1111|Stu1029|SOC1195|Fall 2024|2024-08-19
ENR1112|Stu1029|CHEM1048|Spring 2025|2024-08-19
ENR1113|Stu1029|MUS1172|Spring 2025|2024-08-23
ENR1114|Stu1029|CHEM1044|Spring 2025|2024-08-25
ENR1115|Stu1030|ECON1120|Fall 2024|2024-08-23
ENR1116|Stu1030|BUS1132|Fall 2024|2024-08-20
ENR1117|Stu1030|CHEM1054|Spring 2025|2024-08-15
ENR1118|Stu1030|PHYS1040|Spring 2025|2024-08-24
ENR1119|Stu1030|ECON1117|Fall 2024|2024-08-25
ENR1120|Stu1031|MUS1167|Spring 2025|2024-08-21
ENR1121|Stu1031|MATH1029|Fall 2024|2024-08-19
ENR1122|Stu1031|HIST1087|Fall 2024|2024-08-20
ENR1123|Stu1031|MATH1028|Fall 2024|2024-08-24
ENR1124|Stu1031|SOC1193|Spring 2025|2024-08-22
ENR1125|Stu1032|PHYS1035|Fall 2024|2024-08-26
ENR1126|Stu1032|ECON1117|Fall 2024|2024-08-20
ENR1127|Stu1032|POLI1188|Fall 2024|2024-08-29
ENR1128|Stu1033|MATH1022|Spring 2025|2024-08-19
ENR1129|Stu1033|ECON1115|Spring 2025|2024-08-15
ENR1130|Stu1033|MUS1168|Spring 2025|2024-08-23
ENR1131|Stu1034|PSY1108|Fall 2024|2024-08-28
ENR1132|Stu1034|BIO1059|Spring 2025|2024-08-17
ENR1133|Stu1034|ENG1079|Fall 2024|2024-08-23
ENR1134|Stu1034|ENG1074|Spring 2025|2024-08-18
ENR1135|Stu1035|ART1165|Fall 2024|2024-08-27
ENR1136|Stu1035|PHYS1034|Spring 2025|2024-08-22
ENR1137|Stu1035|ENGR1145|Fall 2024|2024-08-22
ENR1138|Stu1035|ENGR1140|Fall 2024|2024-08-26
ENR1139|Stu1036|ART1165|Fall 2024|2024-08-19
ENR1140|Stu1036|ECON1118|Spring 2025|2024-08-15
ENR1141|Stu1036|HIST1087|Fall 2024|2024-08-15
ENR1142|Stu1037|CS1010|Spring 2025|2024-08-19
ENR1143|Stu1037|POLI1185|Fall 2024|2024-08-19
ENR1144|Stu1037|MATH1021|Fall 2024|2024-08-16
ENR1145|Stu1037|PSY1109|Fall 2024|2024-08-21
ENR1146|Stu1038|HIST1090|Fall 2024|2024-08-15
ENR1147|Stu1038|BUS1138|Spring 2025|2024-08-27
ENR1148|Stu1038|PSY1102|Fall 2024|2024-08-25
ENR1149|Stu1038|MATH1020|Spring 2025|2024-08-27
ENR1150|Stu1039|MUS1174|Spring 2025|2024-08-24
ENR1151|Stu1039|MATH1029|Fall 2024|2024-08-17
ENR1152|Stu1039|CHEM1047|Fall 2024|2024-08-21
ENR1153|Stu1039|PHYS1043|Spring 2025|2024-08-27
ENR1154|Stu1039|ART1161|Spring 2025|2024-08-24
ENR1155|Stu1040|HIST1095|Spring 2025|2024-08-15
ENR1156|Stu1040|MATH1027|Spring 2025|2024-08-24
ENR1157|Stu1040|CHEM1047|Fall 2024|2024-08-19
ENR1158|Stu1040|HIST1094|Spring 2025|2024-08-21
ENR1159|Stu1040|ENGR1145|Fall 2024|2024-08-25
ENR1160|Stu1041|ENGR1140|Fall 2024|2024-08-27
ENR1161|Stu1041|HIST1090|Fall 2024|2024-08-20
ENR1162|Stu1041|MATH1024|Spring 2025|2024-08-20
ENR1163|Stu1042|HIST1095|Spring 2025|2024-08-19
ENR1164|Stu1042|ENGR1148|Fall 2024|2024-08-25
ENR1165|Stu1042|CHEM1053|Fall 2024|2024-08-18
ENR1166|Stu1042|BUS1136|Fall 2024|2024-08-28
ENR1167|Stu1043|ECON1113|Fall 2024|2024-08-22
ENR1168|Stu1043|PSY1109|Fall 2024|2024-08-26
ENR1169|Stu1043|HIST1085|Spring 2025|2024-08-22
ENR1170|Stu1044|SOC1196|Spring 2025|2024-08-21
ENR1171|Stu1044|ART1162|Spring 2025|2024-08-25
ENR1172|Stu1044|PHYS1039|Fall 2024|2024-08-23
ENR1173|Stu1044|MATH1026|Spring 2025|2024-08-25
ENR1174|Stu1044|ECON1122|Fall 2024|2024-08-29
ENR1175|Stu1045|HIST1088|Spring 2025|2024-08-22
ENR1176|Stu1045|ENG1071|Spring 2025|2024-08-25
ENR1177|Stu1045|PHYS1040|Spring 2025|2024-08-28
ENR1178|Stu1045|CS1015|Fall 2024|2024-08-17
ENR1179|Stu1046|BIO1065|Spring 2025|2024-08-18
ENR1180|Stu1046|PHYS1030|Fall 2024|2024-08-29
ENR1181|Stu1046|PHYS1031|Spring 2025|2024-08-23
ENR1182|Stu1046|HIST1085|Spring 2025|2024-08-26
ENR1183|Stu1046|ENG1074|Spring 2025|2024-08-22
ENR1184|Stu1047|PHYS1041|Fall 2024|2024-08-25
ENR1185|Stu1047|POLI1183|Fall 2024|2024-08-29
ENR1186|Stu1047|PSY1110|Fall 2024|2024-08-28
ENR1187|Stu1047|POLI1186|Spring 2025|2024-08-15
ENR1188|Stu1048|MUS1166|Fall 2024|2024-08-25
ENR1189|Stu1048|MATH1017|Fall 2024|2024-08-21
ENR1190|Stu1048|BUS1129|Spring 2025|2024-08-16
ENR1191|Stu1048|PSY1100|Fall 2024|2024-08-22
ENR1192|Stu1049|HIST1096|Fall 2024|2024-08-15
ENR1193|Stu1049|PSY1101|Fall 2024|2024-08-19
ENR1194|Stu1049|MATH1022|Spring 2025|2024-08-29
ENR1195|Stu1049|CHEM1048|Spring 2025|2024-08-25
ENR1196|Stu1050|BIO1065|Spring 2025|2024-08-29
ENR1197|Stu1050|HIST1096|Fall 2024|2024-08-27
ENR1198|Stu1050|ENGR1150|Fall 2024|2024-08-19
ENR1199|Stu1050|PHYS1032|Fall 2024|2024-08-22
ENR1200|Stu1051|ENGR1152|Spring 2025|2024-08-24
ENR1201|Stu1051|PHYS1030|Fall 2024|2024-08-27
ENR1202|Stu1051|PSY1101|Fall 2024|2024-08-29
ENR1203|Stu1051|BIO1060|Fall 2024|2024-08-15
ENR1204|Stu1052|POLI1187|Spring 2025|2024-08-17
ENR1205|Stu1052|ECON1113|Fall 2024|2024-08-25
ENR1206|Stu1052|BIO1062|Spring 2025|2024-08-20
ENR1207|Stu1052|ECON1118|Spring 2025|2024-08-17
ENR1208|Stu1053|ENGR1150|Fall 2024|2024-08-16
ENR1209|Stu1053|BUS1130|Fall 2024|2024-08-21
ENR1210|Stu1053|CHEM1045|Fall 2024|2024-08-21
ENR1211|Stu1054|CS1001|Fall 2024|2024-08-20
ENR1212|Stu1054|ECON1123|Spring 2025|2024-08-24
ENR1213|Stu1054|ART1161|Spring 2025|2024-08-27
ENR1214|Stu1055|BUS1127|Fall 2024|2024-08-15
ENR1215|Stu1055|ECON1113|Fall 2024|2024-08-15
ENR1216|Stu1055|BIO1068|Fall 2024|2024-08-18
ENR1217|Stu1056|HIST1096|Fall 2024|2024-08-17
ENR1218|Stu1056|BUS1137|Spring 2025|2024-08-18
ENR1219|Stu1056|MUS1171|Fall 2024|2024-08-19
ENR1220|Stu1056|MATH1021|Fall 2024|2024-08-22
ENR1221|Stu1056|CHEM1052|Spring 2025|2024-08-20
ENR1222|Stu1057|POLI1189|Spring 2025|2024-08-19
ENR1223|Stu1057|CHEM1045|Fall 2024|2024-08-19
ENR1224|Stu1057|ART1154|Spring 2025|2024-08-27
ENR1225|Stu1058|BUS1138|Spring 2025|2024-08-24
ENR1226|Stu1058|ENGR1149|Spring 2025|2024-08-22
ENR1227|Stu1058|PHYS1043|Spring 2025|2024-08-24
ENR1228|Stu1058|ART1160|Fall 2024|2024-08-21
ENR1229|Stu1059|MUS1168|Spring 2025|2024-08-22
ENR1230|Stu1059|BUS1125|Spring 2025|2024-08-22
ENR1231|Stu1059|MUS1167|Spring 2025|2024-08-16
ENR1232|Stu1060|CHEM1048|Spring 2025|2024-08-26
ENR1233|Stu1060|PSY1099|Fall 2024|2024-08-29
ENR1234|Stu1060|PHYS1033|Fall 2024|2024-08-20
ENR1235|Stu1061|ART1153|Spring 2025|2024-08-21
ENR1236|Stu1061|CS1006|Spring 2025|2024-08-18
ENR1237|Stu1061|HIST1090|Fall 2024|2024-08-24
ENR1238|Stu1061|MUS1173|Fall 2024|2024-08-18
ENR1239|Stu1061|BUS1132|Fall 2024|2024-08-24
ENR1240|Stu1062|PHYS1035|Fall 2024|2024-08-20
ENR1241|Stu1062|ENGR1148|Fall 2024|2024-08-22
ENR1242|Stu1062|ART1164|Fall 2024|2024-08-16
ENR1243|Stu1063|CS1005|Spring 2025|2024-08-26
ENR1244|Stu1063|CS1011|Fall 2024|2024-08-24
ENR1245|Stu1063|ENGR1150|Fall 2024|2024-08-20
ENR1246|Stu1064|SOC1197|Spring 2025|2024-08-28
ENR1247|Stu1064|BUS1125|Spring 2025|2024-08-23
ENR1248|Stu1064|BUS1130|Fall 2024|2024-08-19
ENR1249|Stu1064|MATH1023|Fall 2024|2024-08-19
ENR1250|Stu1064|MUS1175|Fall 2024|2024-08-22
ENR1251|Stu1065|CHEM1048|Spring 2025|2024-08-18
ENR1252|Stu1065|BIO1068|Fall 2024|2024-08-18
ENR1253|Stu1065|ENGR1144|Spring 2025|2024-08-18
ENR1254|Stu1066|CS1006|Spring 2025|2024-08-27
ENR1255|Stu1066|PHYS1036|Spring 2025|2024-08-24
ENR1256|Stu1066|PHYS1039|Fall 2024|2024-08-15
ENR1257|Stu1067|PSY1110|Fall 2024|2024-08-16
ENR1258|Stu1067|PHYS1041|Fall 2024|2024-08-27
ENR1259|Stu1067|BIO1067|Spring 2025|2024-08-18
ENR1260|Stu1068|POLI1180|Spring 2025|2024-08-20
ENR1261|Stu1068|PSY1109|Fall 2024|2024-08-16
ENR1262|Stu1068|ECON1114|Spring 2025|2024-08-25
ENR1263|Stu1069|CHEM1044|Spring 2025|2024-08-20
ENR1264|Stu1069|BUS1136|Fall 2024|2024-08-17
ENR1265|Stu1069|PHYS1035|Fall 2024|2024-08-29
ENR1266|Stu1069|CS1012|Fall 2024|2024-08-29
ENR1267|Stu1069|CHEM1053|Fall 2024|2024-08-25
ENR1268|Stu1070|PHYS1032|Fall 2024|2024-08-26
ENR1269|Stu1070|ENGR1146|Spring 2025|2024-08-26
ENR1270|Stu1070|POLI1187|Spring 2025|2024-08-23
ENR1271|Stu1070|ART1159|Fall 2024|2024-08-23
ENR1272|Stu1071|ECON1112|Spring 2025|2024-08-15
ENR1273|Stu1071|PSY1100|Fall 2024|2024-08-18
ENR1274|Stu1071|HIST1090|Fall 2024|2024-08-29
ENR1275|Stu1071|ENG1072|Spring 2025|2024-08-25
ENR1276|Stu1071|PHYS1038|Spring 2025|2024-08-19
ENR1277|Stu1072|BIO1058|Fall 2024|2024-08-16
ENR1278|Stu1072|BUS1132|Fall 2024|2024-08-25
ENR1279|Stu1072|MUS1176|Fall 2024|2024-08-27
ENR1280|Stu1073|BUS1129|Spring 2025|2024-08-15
ENR1281|Stu1073|CS1005|Spring 2025|2024-08-18
ENR1282|Stu1073|POLI1192|Spring 2025|2024-08-22
ENR1283|Stu1073|HIST1097|Spring 2025|2024-08-28
ENR1284|Stu1073|MUS1176|Fall 2024|2024-08-21
ENR1285|Stu1074|PHYS1036|Spring 2025|2024-08-24
ENR1286|Stu1074|PSY1110|Fall 2024|2024-08-28
ENR1287|Stu1074|PSY1107|Fall 2024|2024-08-18
ENR1288|Stu1075|ART1164|Fall 2024|2024-08-24
ENR1289|Stu1075|POLI1187|Spring 2025|2024-08-27
ENR1290|Stu1075|BIO1066|Spring 2025|2024-08-22
ENR1291|Stu1075|CS1011|Fall 2024|2024-08-21
ENR1292|Stu1076|PSY1098|Spring 2025|2024-08-17
ENR1293|Stu1076|ART1155|Spring 2025|2024-08-20
ENR1294|Stu1076|MUS1176|Fall 2024|2024-08-24
ENR1295|Stu1076|ENG1076|Spring 2025|2024-08-28
ENR1296|Stu1076|ECON1120|Fall 2024|2024-08-19
ENR1297|Stu1077|CS1001|Fall 2024|2024-08-28
ENR1298|Stu1077|ART1156|Fall 2024|2024-08-27
ENR1299|Stu1077|POLI1185|Fall 2024|2024-08-18
ENR1300|Stu1077|MATH1022|Spring 2025|2024-08-23
ENR1301|Stu1078|CHEM1055|Spring 2025|2024-08-16
ENR1302|Stu1078|ENGR1143|Fall 2024|2024-08-16
ENR1303|Stu1078|ART1161|Spring 2025|2024-08-27
ENR1304|Stu1078|MATH1016|Fall 2024|2024-08-16
ENR1305|Stu1079|BUS1131|Fall 2024|2024-08-21
ENR1306|Stu1079|BIO1057|Spring 2025|2024-08-22
ENR1307|Stu1079|ENG1073|Fall 2024|2024-08-28
ENR1308|Stu1079|HIST1094|Spring 2025|2024-08-23
ENR1309|Stu1079|BIO1061|Fall 2024|2024-08-17
ENR1310|Stu1080|BUS1132|Fall 2024|2024-08-16
ENR1311|Stu1080|ENGR1145|Fall 2024|2024-08-28
ENR1312|Stu1080|PSY1098|Spring 2025|2024-08-21
ENR1313|Stu1080|MATH1027|Spring 2025|2024-08-28
ENR1314|Stu1081|ART1161|Spring 2025|2024-08-23
ENR1315|Stu1081|MATH1025|Spring 2025|2024-08-26
ENR1316|Stu1081|CS1001|Fall 2024|2024-08-29
ENR1317|Stu1082|CS1013|Fall 2024|2024-08-20
ENR1318|Stu1082|MUS1174|Spring 2025|2024-08-27
ENR1319|Stu1082|PHYS1031|Spring 2025|2024-08-28
ENR1320|Stu1083|ART1155|Spring 2025|2024-08-18
ENR1321|Stu1083|PHYS1036|Spring 2025|2024-08-20
ENR1322|Stu1083|BIO1058|Fall 2024|2024-08-22
ENR1323|Stu1084|ART1162|Spring 2025|2024-08-27
ENR1324|Stu1084|PHYS1039|Fall 2024|2024-08-24
ENR1325|Stu1084|CHEM1045|Fall 2024|2024-08-28
ENR1326|Stu1085|HIST1097|Spring 2025|2024-08-22
ENR1327|Stu1085|CHEM1046|Fall 2024|2024-08-16
ENR1328|Stu1085|ART1156|Fall 2024|2024-08-21
ENR1329|Stu1085|CS1014|Fall 2024|2024-08-25
ENR1330|Stu1086|PSY1103|Spring 2025|2024-08-24
ENR1331|Stu1086|CS1007|Fall 2024|2024-08-19
ENR1332|Stu1086|ART1155|Spring 2025|2024-08-22
ENR1333|Stu1087|ENGR1145|Fall 2024|2024-08-22
ENR1334|Stu1087|BIO1061|Fall 2024|2024-08-22
ENR1335|Stu1087|ENG1077|Fall 2024|2024-08-20
ENR1336|Stu1087|MATH1028|Fall 2024|2024-08-15
ENR1337|Stu1087|CHEM1052|Spring 2025|2024-08-15
ENR1338|Stu1088|BUS1136|Fall 2024|2024-08-24
ENR1339|Stu1088|MUS1177|Fall 2024|2024-08-24
ENR1340|Stu1088|PHYS1038|Spring 2025|2024-08-25
ENR1341|Stu1089|MUS1172|Spring 2025|2024-08-15
ENR1342|Stu1089|ECON1113|Fall 2024|2024-08-22
ENR1343|Stu1089|ENG1078|Spring 2025|2024-08-17
ENR1344|Stu1089|SOC1196|Spring 2025|2024-08-24
ENR1345|Stu1089|ECON1114|Spring 2025|2024-08-19
ENR1346|Stu1090|ECON1118|Spring 2025|2024-08-22
ENR1347|Stu1090|ECON1114|Spring 2025|2024-08-26
ENR1348|Stu1090|BIO1059|Spring 2025|2024-08-21
ENR1349|Stu1091|PSY1105|Spring 2025|2024-08-18
ENR1350|Stu1091|MATH1028|Fall 2024|2024-08-20
ENR1351|Stu1091|SOC1195|Fall 2024|2024-08-18
ENR1352|Stu1092|ENGR1139|Fall 2024|2024-08-17
ENR1353|Stu1092|HIST1093|Fall 2024|2024-08-15
ENR1354|Stu1092|POLI1188|Fall 2024|2024-08-29
ENR1355|Stu1092|POLI1184|Fall 2024|2024-08-21
ENR1356|Stu1092|HIST1096|Fall 2024|2024-08-23
ENR1357|Stu1093|MATH1017|Fall 2024|2024-08-15
ENR1358|Stu1093|ECON1123|Spring 2025|2024-08-15
ENR1359|Stu1093|POLI1181|Fall 2024|2024-08-16
ENR1360|Stu1094|ENGR1140|Fall 2024|2024-08-17
ENR1361|Stu1094|CS1014|Fall 2024|2024-08-20
ENR1362|Stu1094|POLI1188|Fall 2024|2024-08-25
ENR1363|Stu1094|ECON1124|Spring 2025|2024-08-17
ENR1364|Stu1094|BUS1134|Fall 2024|2024-08-24
ENR1365|Stu1095|ENGR1146|Spring 2025|2024-08-19
ENR1366|Stu1095|CHEM1052|Spring 2025|2024-08-22
ENR1367|Stu1095|ENG1071|Spring 2025|2024-08-15
ENR1368|Stu1096|BIO1070|Fall 2024|2024-08-22
ENR1369|Stu1096|BUS1131|Fall 2024|2024-08-29
ENR1370|Stu1096|MATH1029|Fall 2024|2024-08-22
ENR1371|Stu1097|CS1008|Spring 2025|2024-08-19
ENR1372|Stu1097|MUS1166|Fall 2024|2024-08-24
ENR1373|Stu1097|ENG1071|Spring 2025|2024-08-23
ENR1374|Stu1097|PHYS1034|Spring 2025|2024-08-15
ENR1375|Stu1098|MATH1017|Fall 2024|2024-08-27
ENR1376|Stu1098|CS1004|Spring 2025|2024-08-19
ENR1377|Stu1098|BIO1066|Spring 2025|2024-08-21
ENR1378|Stu1099|ART1154|Spring 2025|2024-08-18
ENR1379|Stu1099|MATH1028|Fall 2024|2024-08-15
ENR1380|Stu1099|MUS1175|Fall 2024|2024-08-23
ENR1381|Stu1100|SOC1193|Spring 2025|2024-08-27
ENR1382|Stu1100|ENG1081|Fall 2024|2024-08-20
ENR1383|Stu1100|ART1159|Fall 2024|2024-08-16
ENR1384|Stu1100|ENG1072|Spring 2025|2024-08-15
ENR1385|Stu1101|HIST1094|Spring 2025|2024-08-29
ENR1386|Stu1101|PHYS1043|Spring 2025|2024-08-23
ENR1387|Stu1101|PSY1103|Spring 2025|2024-08-29
ENR1388|Stu1101|POLI1191|Fall 2024|2024-08-22
ENR1389|Stu1101|HIST1085|Spring 2025|2024-08-24
ENR1390|Stu1102|PHYS1030|Fall 2024|2024-08-25
ENR1391|Stu1102|PSY1101|Fall 2024|2024-08-19
ENR1392|Stu1102|PHYS1031|Spring 2025|2024-08-21
ENR1393|Stu1103|BIO1063|Fall 2024|2024-08-27
ENR1394|Stu1103|PSY1104|Spring 2025|2024-08-23
ENR1395|Stu1103|BUS1131|Fall 2024|2024-08-26
ENR1396|Stu1103|MATH1022|Spring 2025|2024-08-17
ENR1397|Stu1104|PSY1106|Spring 2025|2024-08-28
ENR1398|Stu1104|PHYS1038|Spring 2025|2024-08-15
ENR1399|Stu1104|ECON1113|Fall 2024|2024-08-24
ENR1400|Stu1104|CHEM1052|Spring 2025|2024-08-24
ENR1401|Stu1105|ENG1074|Spring 2025|2024-08-29
ENR1402|Stu1105|HIST1089|Fall 2024|2024-08-15
ENR1403|Stu1105|ECON1122|Fall 2024|2024-08-16
ENR1404|Stu1105|POLI1182|Spring 2025|2024-08-26
ENR1405|Stu1105|ECON1113|Fall 2024|2024-08-21
